timestamp,log_type,message
0,Log,Loaded: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
0.12,Log,Updating: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
0.12,Log,MinDist = 0.7
0.219345,Log,MinDist = 0.7
0.2395653,Log,MinDist = 0.7
0.2565579,Log,MinDist = 0.7
0.2732427,Log,MinDist = 0.7
0.2950449,Log,MinDist = 0.7
0.3116118,Log,MinDist = 0.7
0.3287964,Log,MinDist = 0.7
0.3463552,Log,MinDist = 0.7
0.3629225,Log,MinDist = 0.7
0.3796437,Log,MinDist = 0.7
0.3969494,Log,MinDist = 0.7
0.4127764,Log,MinDist = 0.7
0.4297224,Log,MinDist = 0.7
0.451069,Log,MinDist = 0.7
0.4685691,Log,MinDist = 0.7
0.484203,Log,MinDist = 0.7
0.5007722,Log,MinDist = 0.7
0.5174753,Log,MinDist = 0.7
0.533903,Log,MinDist = 0.7
0.5504689,Log,MinDist = 0.7
0.5672249,Log,MinDist = 0.7
0.5836039,Log,MinDist = 0.7
0.6071506,Log,MinDist = 0.7
0.6237191,Log,MinDist = 0.7
0.6405066,Log,MinDist = 0.7
0.6574928,Log,MinDist = 0.7
0.6744122,Log,MinDist = 0.7
0.6899846,Log,MinDist = 0.7
0.7065514,Log,MinDist = 0.7
0.7233913,Log,MinDist = 0.7
0.7525486,Log,MinDist = 0.7
0.7779842,Log,MinDist = 0.7
0.7945513,Log,MinDist = 0.7
0.8111248,Log,MinDist = 0.7
0.8277307,Log,MinDist = 0.7
0.8442979,Log,MinDist = 0.7
0.8609868,Log,MinDist = 0.7
0.8779358,Log,MinDist = 0.7
0.8939982,Log,MinDist = 0.7
0.9108571,Log,MinDist = 0.7
0.9335523,Log,MinDist = 0.7
0.9501197,Log,MinDist = 0.7
0.9666903,Log,MinDist = 0.7
0.9832524,Log,MinDist = 0.7
1.000598,Log,MinDist = 0.7
1.016386,Log,MinDist = 0.7
1.032953,Log,MinDist = 0.7
1.04952,Log,MinDist = 0.7
1.066423,Log,MinDist = 0.7
1.087283,Log,MinDist = 0.7
1.103874,Log,MinDist = 0.7
1.120418,Log,MinDist = 0.7
1.136983,Log,MinDist = 0.7
1.1537,Log,MinDist = 0.7
1.170118,Log,MinDist = 0.7
1.187693,Log,MinDist = 0.7
1.204261,Log,MinDist = 0.5381141
1.221087,Log,MinDist = 0.5381141
1.245225,Log,MinDist = 0.5381141
1.261981,Log,MinDist = 0.5381141
1.278911,Log,MinDist = 0.5381141
1.294925,Log,MinDist = 0.4303771
1.313493,Log,MinDist = 0.4009253
1.33006,Log,MinDist = 0.3425225
1.346626,Log,MinDist = 0.2930323
1.36457,Log,MinDist = 0.1966294
1.381137,Log,MinDist = 0.1057402
1.409065,Log,MinDist = 0.02041872
1.426155,Log,MinDist = 0.1918696
1.449686,Log,MinDist = 0.2676224
1.466254,Log,MinDist = 0.398887
1.483184,Log,MinDist = 0.4906095
1.500744,Log,MinDist = 0.5990672
1.51731,Log,MinDist = 0.5990672
1.534032,Log,MinDist = 0.7795115
1.557339,Log,MinDist = 0.8565696
1.574104,Log,MinDist = 0.9266447
1.591043,Log,MinDist = 0.9619743
1.609334,Log,MinDist = 1.006975
1.625964,Log,MinDist = 1.065013
1.642467,Log,MinDist = 1.094626
1.659035,Log,MinDist = 1.094626
1.675809,Log,MinDist = 1.154889
1.692404,Log,MinDist = 1.185485
1.71537,Log,MinDist = 1.216361
1.731937,Log,MinDist = 1.237089
1.748504,Log,MinDist = 1.252309
1.765071,Log,MinDist = 1.267902
1.781637,Log,MinDist = 1.273192
1.798205,Log,MinDist = 1.273192
1.816162,Log,MinDist = 1.308613
1.832729,Log,MinDist = 1.323839
1.849295,Log,MinDist = 1.339419
1.874173,Log,MinDist = 1.360624
1.892164,Log,MinDist = 1.377352
1.908983,Log,MinDist = 1.389403
1.925549,Log,MinDist = 1.402152
1.942116,Log,MinDist = 1.422543
1.958683,Log,MinDist = 1.422543
1.975249,Log,MinDist = 1.45626
1.991816,Log,MinDist = 1.460691
2.008383,Log,MinDist = 1.474981
2.034962,Log,MinDist = 1.471305
2.051529,Log,MinDist = 1.483165
2.068096,Log,MinDist = 1.493233
2.084816,Log,MinDist = 1.496139
2.102343,Log,MinDist = 1.488829
2.11891,Log,MinDist = 1.488829
2.135476,Log,MinDist = 1.499873
2.152046,Log,MinDist = 1.49456
2.168635,Log,MinDist = 1.491474
2.192314,Log,MinDist = 1.497235
2.208881,Log,MinDist = 1.494052
2.22815,Log,MinDist = 1.49264
2.244717,Log,MinDist = 1.492061
2.261283,Log,MinDist = 1.492607
2.278992,Log,MinDist = 1.492607
2.295559,Log,MinDist = 1.494253
2.312126,Log,MinDist = 1.494241
2.328692,Log,MinDist = 1.494766
2.354847,Log,MinDist = 1.484239
2.371849,Log,MinDist = 1.474582
2.388415,Log,MinDist = 1.463651
2.404982,Log,MinDist = 1.465814
2.422109,Log,MinDist = 1.465814
2.438755,Log,MinDist = 1.465814
2.455427,Log,MinDist = 1.465814
2.472064,Log,MinDist = 1.465814
2.488626,Log,MinDist = 1.465814
2.510155,Log,MinDist = 1.465814
2.527403,Log,MinDist = 1.465814
2.543289,Log,MinDist = 1.465814
2.559857,Log,MinDist = 1.465814
2.576797,Log,MinDist = 1.453969
2.592988,Log,MinDist = 1.456529
2.609555,Log,MinDist = 1.45795
2.62615,Log,MinDist = 1.446139
2.643186,Log,MinDist = 1.447666
2.666981,Log,MinDist = 1.447666
2.683548,Log,MinDist = 1.429306
2.700115,Log,MinDist = 1.431241
2.717421,Log,MinDist = 1.431241
2.733375,Log,MinDist = 1.437611
2.750336,Log,MinDist = 1.437611
2.766714,Log,MinDist = 1.437611
2.783281,Log,MinDist = 1.425929
2.800349,Log,MinDist = 1.433197
2.824858,Log,MinDist = 1.435805
2.841425,Log,MinDist = 1.441652
2.859437,Log,MinDist = 1.441652
2.876004,Log,MinDist = 1.443677
2.893063,Log,MinDist = 1.445795
2.909137,Log,MinDist = 1.445795
2.925704,Log,MinDist = 1.445795
2.94286,Log,MinDist = 1.438646
2.959632,Log,MinDist = 1.438646
2.983241,Log,MinDist = 1.441061
2.999811,Log,MinDist = 1.441061
3.016837,Log,MinDist = 1.431949
3.033455,Log,MinDist = 1.431949
3.050751,Log,MinDist = 1.422975
3.069927,Log,MinDist = 1.42571
3.086498,Log,MinDist = 1.416994
3.10306,Log,MinDist = 1.416994
3.119627,Log,MinDist = 1.416994
3.141346,Log,MinDist = 1.419936
3.158246,Log,MinDist = 1.419936
3.17448,Log,MinDist = 1.419936
3.191046,Log,MinDist = 1.408423
3.207614,Log,MinDist = 1.411482
3.224181,Log,MinDist = 1.411482
3.240746,Log,MinDist = 1.411482
3.257945,Log,MinDist = 1.411482
3.277749,Log,MinDist = 1.403177
3.298972,Log,MinDist = 1.391728
3.32847,Log,MinDist = 1.391728
3.345037,Log,MinDist = 1.391728
3.361604,Log,MinDist = 1.391728
3.378172,Log,MinDist = 1.391728
3.395103,Log,MinDist = 1.391728
3.41179,Log,MinDist = 1.391728
3.42871,Log,MinDist = 1.391728
3.444687,Log,MinDist = 1.391728
3.466331,Log,MinDist = 1.391728
3.483561,Log,MinDist = 1.391728
3.500536,Log,MinDist = 1.391728
3.517009,Log,MinDist = 1.391728
3.533261,Log,MinDist = 1.391728
