timestamp,log_type,message
0,Log,Loaded: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
4.560665,Log,Updating: C:\Users\andrea\Desktop\MyPam Suite Working Folder\MyPam-Suite\Participant Data and Results\participant_list.csv
5.361063,Warning,Warning: Session already exists! Continuing will overwrite
5.361063,Log,Distance from reference = 2.25
5.461063,Log,Distance from reference = 2.25
5.495427,Log,Distance from reference = 2.25
5.520459,Log,Distance from reference = 2.25
5.547543,Log,Distance from reference = 2.25
5.574163,Log,Distance from reference = 2.25
5.61313,Log,Distance from reference = 2.25
5.639688,Log,Distance from reference = 2.25
5.664259,Log,Distance from reference = 2.25
5.6917,Log,Distance from reference = 2.25
5.716539,Log,Distance from reference = 2.25
5.741448,Log,Distance from reference = 2.25
5.768125,Log,Distance from reference = 2.25
5.793368,Log,Distance from reference = 2.25
5.817883,Log,Distance from reference = 2.25
5.843735,Log,Distance from reference = 2.25
5.870491,Log,Distance from reference = 2.25
5.896887,Log,Distance from reference = 2.25
5.923931,Log,Distance from reference = 2.25
5.951837,Log,Distance from reference = 2.25
5.977537,Log,Distance from reference = 2.25
6.002432,Log,Distance from reference = 2.25
6.029012,Log,Distance from reference = 2.25
6.054123,Log,Distance from reference = 2.25
6.079816,Log,Distance from reference = 2.25
6.105186,Log,Distance from reference = 2.25
6.144429,Log,Distance from reference = 2.25
6.172376,Log,Distance from reference = 2.25
6.198123,Log,Distance from reference = 2.25
6.224939,Log,Distance from reference = 2.25
6.254055,Log,Distance from reference = 2.25
6.279357,Log,Distance from reference = 2.25
6.306363,Log,Distance from reference = 2.25
6.33352,Log,Distance from reference = 2.25
6.35968,Log,Distance from reference = 2.25
6.385468,Log,Distance from reference = 2.25
6.414214,Log,Distance from reference = 2.25
6.445699,Log,Distance from reference = 2.25
6.473526,Log,Distance from reference = 2.25
6.499918,Log,Distance from reference = 2.25
6.528093,Log,Distance from reference = 2.25
6.55619,Log,Distance from reference = 2.25
6.582381,Log,Distance from reference = 2.25
6.609818,Log,Distance from reference = 2.25
6.63624,Log,Distance from reference = 2.25
6.662148,Log,Distance from reference = 2.25
6.704401,Log,Distance from reference = 2.25
6.73375,Log,Distance from reference = 2.25
6.760017,Log,Distance from reference = 2.25
6.788528,Log,Distance from reference = 2.25
6.82434,Log,Distance from reference = 2.25
6.859556,Log,Distance from reference = 2.25
6.888934,Log,Distance from reference = 2.25
6.927667,Log,Distance from reference = 2.25
6.964336,Log,Distance from reference = 2.25
6.994001,Log,Distance from reference = 2.25
7.02369,Log,Distance from reference = 2.25
7.049637,Log,Distance from reference = 2.25
7.074973,Log,Distance from reference = 2.25
7.106344,Log,Distance from reference = 2.25
7.139952,Log,Distance from reference = 2.25
7.16818,Log,Distance from reference = 2.25
7.209325,Log,Distance from reference = 2.25
7.241558,Log,Distance from reference = 2.25
7.27137,Log,Distance from reference = 2.25
7.316049,Log,Distance from reference = 2.25
7.3485,Log,Distance from reference = 2.25
7.380773,Log,Distance from reference = 2.25
7.415473,Log,Distance from reference = 2.25
7.443161,Log,Distance from reference = 2.25
7.472391,Log,Distance from reference = 2.25
7.499532,Log,Distance from reference = 2.25
7.547888,Log,Distance from reference = 2.25
7.579907,Log,Distance from reference = 2.25
7.607197,Log,Distance from reference = 2.25
7.635592,Log,Distance from reference = 2.25
7.662833,Log,Distance from reference = 2.25
7.692112,Log,Distance from reference = 2.25
7.719724,Log,Distance from reference = 2.25
7.746945,Log,Distance from reference = 2.25
7.775633,Log,Distance from reference = 2.25
7.803311,Log,Distance from reference = 2.25
7.830872,Log,Distance from reference = 2.25
7.856512,Log,Distance from reference = 2.25
7.899369,Log,Distance from reference = 2.25
7.927515,Log,Distance from reference = 2.25
7.952995,Log,Distance from reference = 2.25
7.976967,Log,Distance from reference = 2.25
8.008121,Log,Distance from reference = 2.25
8.043638,Log,Distance from reference = 2.25
8.074477,Log,Distance from reference = 2.25
8.105804,Log,Distance from reference = 2.25
8.139175,Log,Distance from reference = 2.25
8.171074,Log,Distance from reference = 2.25
8.204604,Log,Distance from reference = 2.25
8.231536,Log,Distance from reference = 2.25
8.260375,Log,Distance from reference = 2.25
8.289738,Log,Distance from reference = 2.25
8.316952,Log,Distance from reference = 2.25
8.354315,Log,Distance from reference = 2.25
8.387304,Log,Distance from reference = 2.25
8.416188,Log,Distance from reference = 2.25
8.440793,Log,Distance from reference = 2.25
8.481901,Log,Distance from reference = 2.25
8.518358,Log,Distance from reference = 2.25
8.547149,Log,Distance from reference = 2.25
8.578475,Log,Distance from reference = 2.25
8.605924,Log,Distance from reference = 2.25
8.632151,Log,Distance from reference = 2.25
8.661197,Log,Distance from reference = 2.25
8.691662,Log,Distance from reference = 2.25
8.723147,Log,Distance from reference = 2.25
8.759349,Log,Distance from reference = 2.25
8.790187,Log,Distance from reference = 2.25
8.820269,Log,Distance from reference = 2.25
8.850509,Log,Distance from reference = 2.25
8.88626,Log,Distance from reference = 2.25
8.915441,Log,Distance from reference = 2.25
8.943935,Log,Distance from reference = 2.25
8.977386,Log,Distance from reference = 2.25
9.00244,Log,Distance from reference = 2.25
